Geneid	Chr	Start	End	Strand	Length	data/BAM_sorted/A-B-1_sorted.bam	data/BAM_sorted/A-B-2_sorted.bam	data/BAM_sorted/A-F-1_sorted.bam	data/BAM_sorted/A-F-2_sorted.bam	data/BAM_sorted/A-R-1_sorted.bam	data/BAM_sorted/A-R-2_sorted.bam	data/BAM_sorted/M-B-1_sorted.bam	data/BAM_sorted/M-B-2_sorted.bam	data/BAM_sorted/M-F-1_sorted.bam	data/BAM_sorted/M-F-2_sorted.bam	data/BAM_sorted/M-R-1_sorted.bam	data/BAM_sorted/M-R-2_sorted.bam	data/BAM_sorted/P-1_sorted.bam	data/BAM_sorted/P-2_sorted.bam
BW25113_RS07005	NZ_CP009273.1	1394507	1396030	-	1524	30	55	25	30	28	45	40	29	32	41	37	29	66	52
BW25113_RS07015	NZ_CP009273.1	1396070	1397512	-	1443	36	44	27	54	37	47	49	56	40	88	34	56	116	90
BW25113_RS07020	NZ_CP009273.1	1397515	1398822	-	1308	6	18	15	11	12	22	22	22	23	42	27	31	50	63
BW25113_RS07025	NZ_CP009273.1	1398998	1399903	+	906	34	77	37	53	43	35	111	102	97	155	107	127	107	98
BW25113_RS07035	NZ_CP009273.1	1400236	1400796	+	561	169	230	117	197	161	186	68	41	62	85	48	57	210	220
BW25113_RS07040	NZ_CP009273.1	1400823	1402052	-	1230	96	100	72	76	63	87	110	125	107	155	83	112	461	399
BW25113_RS26120	NZ_CP009273.1	1402246	1402290	+	45	1	0	0	1	2	0	0	2	0	0	1	2	0	0
BW25113_RS07045	NZ_CP009273.1	1402307	1403287	+	981	522	768	428	616	511	671	718	668	712	1150	572	863	1617	1547
BW25113_RS07055	NZ_CP009273.1	1403768	1405138	+	1371	502	673	475	637	495	657	200	160	177	317	111	113	643	600
BW25113_RS07060	NZ_CP009273.1	1405273	1406205	-	933	1417	2203	1290	1982	1456	1975	559	544	686	1290	588	385	1382	1272
BW25113_RS23720	NZ_CP009273.1	1406260	1407492	-	1233	59	107	46	67	65	95	29	30	18	47	17	29	101	88
BW25113_RS07070	NZ_CP009273.1	1407497	1407709	-	213	1	0	2	3	1	0	2	0	1	0	3	0	5	2
BW25113_RS07075	NZ_CP009273.1	1407791	1407997	-	207	0	0	0	2	3	2	0	0	0	1	3	1	6	5
BW25113_RS07080	NZ_CP009273.1	1407993	1408184	-	192	1	0	2	0	2	4	1	0	4	0	2	2	3	3
BW25113_RS07085	NZ_CP009273.1	1408244	1409050	-	807	12	37	23	29	28	36	27	24	24	52	17	26	65	74
BW25113_RS07090	NZ_CP009273.1	1409046	1411643	-	2598	58	86	60	81	63	57	72	64	55	134	51	47	186	137
BW25113_RS07095	NZ_CP009273.1	1411748	1412020	-	273	4	2	4	5	3	1	0	0	3	3	3	3	9	8
BW25113_RS07100	NZ_CP009273.1	1412098	1412265	-	168	0	0	1	2	0	1	0	0	0	1	1	0	5	0
BW25113_RS07105	NZ_CP009273.1	1412268	1412486	-	219	3	0	0	0	0	0	4	2	1	2	0	0	8	4
BW25113_RS07110	NZ_CP009273.1	1412928	1413413	+	486	12	21	12	20	25	20	12	12	12	19	10	19	46	54
BW25113_RS23000	NZ_CP009273.1	1413416	1413568	-	153	11	15	6	22	12	15	11	10	7	20	8	14	29	27
BW25113_RS07115	NZ_CP009273.1	1414025	1414498	-	474	825	932	701	863	775	790	666	591	608	826	573	674	1226	1168
BW25113_RS07120	NZ_CP009273.1	1414622	1414915	+	294	13	15	10	17	6	12	18	12	10	22	8	5	29	31
BW25113_RS07125	NZ_CP009273.1	1414941	1415360	+	420	4	11	6	13	12	13	3	6	10	15	8	9	27	26
BW25113_RS07130	NZ_CP009273.1	1415376	1416230	+	855	26	33	20	25	21	29	19	29	16	34	17	28	61	73
BW25113_RS07135	NZ_CP009273.1	1416240	1416983	+	744	8	10	10	12	13	15	12	6	11	18	11	19	30	34
BW25113_RS07140	NZ_CP009273.1	1417009	1417458	+	450	20	20	13	11	15	10	14	18	20	34	15	22	27	27
BW25113_RS26125	NZ_CP009273.1	1417690	1417773	+	84	4	3	1	2	4	5	5	1	4	5	2	1	7	6
BW25113_RS26130	NZ_CP009273.1	1417740	1417856	-	117	0	4	1	0	1	4	10	2	0	0	2	2	4	1
BW25113_RS07150	NZ_CP009273.1	1418039	1419493	+	1455	284	363	228	292	284	331	102	109	125	127	115	110	419	338
BW25113_RS07155	NZ_CP009273.1	1419634	1419894	+	261	13	23	22	25	16	15	7	5	7	12	3	6	16	20
BW25113_RS07160	NZ_CP009273.1	1419878	1420234	+	357	9	11	25	22	10	20	6	8	5	16	6	2	21	36
BW25113_RS07170	NZ_CP009273.1	1420711	1421640	+	930	16	31	17	34	25	13	29	7	20	21	11	18	60	55
BW25113_RS07175	NZ_CP009273.1	1421646	1421858	+	213	6	5	15	6	9	11	15	6	6	10	15	8	20	18
BW25113_RS07180	NZ_CP009273.1	1422006	1422983	-	978	120	189	95	132	109	116	144	115	134	248	150	190	233	240
BW25113_RS25065	NZ_CP009273.1	1423053	1423238	+	186	0	1	2	1	1	1	1	1	2	2	1	0	5	5
BW25113_RS23745	NZ_CP009273.1	1423306	1426665	+	3360	48	81	43	62	53	70	75	61	61	95	62	94	147	145
BW25113_RS07205	NZ_CP009273.1	1426668	1427240	+	573	8	17	9	12	12	14	11	11	11	13	0	19	35	32
BW25113_RS07210	NZ_CP009273.1	1427344	1427931	-	588	9	16	21	20	20	13	13	12	14	17	5	10	41	49
BW25113_RS07215	NZ_CP009273.1	1428251	1428481	-	231	13	10	18	11	22	21	2	2	7	3	0	5	10	10
BW25113_RS25575	NZ_CP009273.1	1428553	1428663	-	111	24	44	16	33	42	43	13	11	12	8	7	10	40	28
BW25113_RS07220	NZ_CP009273.1	1429445	1429876	-	432	301	365	260	296	202	294	1098	1206	1039	1562	934	1647	1333	1228
BW25113_RS07225	NZ_CP009273.1	1430020	1431150	-	1131	4	11	11	9	5	9	4	4	2	4	6	6	16	24
BW25113_RS07230	NZ_CP009273.1	1431520	1435041	-	3522	3347	4427	2513	3293	2834	3694	2758	2149	2147	4598	1917	2438	6637	6054
BW25113_RS07235	NZ_CP009273.1	1435315	1435578	+	264	362	477	325	426	308	410	877	766	801	1302	747	1041	847	777
BW25113_RS07240	NZ_CP009273.1	1435581	1436000	-	420	744	943	605	873	703	907	829	726	797	955	706	938	966	849
BW25113_RS07245	NZ_CP009273.1	1436114	1437100	-	987	1812	2201	1565	1924	1889	2005	609	540	491	1245	482	518	1940	1758
BW25113_RS07250	NZ_CP009273.1	1437308	1439944	+	2637	536	769	458	709	490	654	430	382	392	695	391	490	1139	1078
BW25113_RS07255	NZ_CP009273.1	1439944	1440126	+	183	33	68	21	49	30	61	30	24	22	35	24	27	68	57
BW25113_RS07260	NZ_CP009273.1	1440137	1440460	+	324	40	71	29	51	53	76	41	24	33	40	31	41	82	70
BW25113_RS07265	NZ_CP009273.1	1440638	1441540	-	903	35	34	22	31	26	25	184	138	161	166	213	212	100	72
BW25113_RS07270	NZ_CP009273.1	1441776	1443272	+	1497	45	48	34	50	54	40	87	69	52	99	62	76	129	139
BW25113_RS07275	NZ_CP009273.1	1443336	1445606	-	2271	73	94	59	74	62	56	107	70	80	120	52	77	123	133
BW25113_RS07280	NZ_CP009273.1	1445857	1447899	-	2043	14	18	5	16	7	12	17	20	17	27	12	23	40	42
BW25113_RS07285	NZ_CP009273.1	1448184	1449110	+	927	12	14	9	9	6	10	25	15	24	40	21	34	19	30
BW25113_RS07290	NZ_CP009273.1	1449125	1449409	+	285	1	1	1	4	3	0	4	9	5	4	5	7	2	7
BW25113_RS07295	NZ_CP009273.1	1449421	1450164	+	744	2	7	1	7	2	4	16	9	7	15	18	28	20	16
BW25113_RS07300	NZ_CP009273.1	1450182	1450676	+	495	6	13	7	6	9	10	14	14	8	20	11	21	26	26
BW25113_RS07305	NZ_CP009273.1	1450687	1451754	+	1068	13	15	16	15	15	12	18	31	18	33	22	28	51	51
BW25113_RS07310	NZ_CP009273.1	1451754	1452518	+	765	12	12	7	8	10	11	10	10	12	27	9	21	34	41
BW25113_RS07315	NZ_CP009273.1	1452521	1453306	+	786	11	14	4	6	6	11	7	3	10	12	7	12	16	15
BW25113_RS07320	NZ_CP009273.1	1453311	1454735	+	1425	34	43	19	36	37	32	43	43	41	43	26	44	74	70
BW25113_RS07325	NZ_CP009273.1	1454728	1455147	+	420	6	19	6	9	7	19	4	7	6	13	8	12	25	22
BW25113_RS07330	NZ_CP009273.1	1455150	1456352	+	1203	44	52	38	50	36	52	87	65	90	114	64	90	131	102
BW25113_RS07335	NZ_CP009273.1	1456382	1457692	+	1311	38	107	49	81	40	54	92	72	72	113	55	96	160	141
BW25113_RS07340	NZ_CP009273.1	1457796	1458743	+	948	282	314	213	300	257	301	252	271	251	388	209	365	511	467
BW25113_RS07345	NZ_CP009273.1	1458728	1459315	+	588	125	187	92	130	106	118	130	121	96	147	108	144	314	269
BW25113_RS25580	NZ_CP009273.1	1459425	1459487	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BW25113_RS07350	NZ_CP009273.1	1459649	1462171	+	2523	45	61	41	46	44	46	47	37	41	68	41	50	138	117
BW25113_RS07355	NZ_CP009273.1;NZ_CP009273.1	1462181;1463091	1463091;1463406	-;-	1226	319	415	232	395	333	384	389	335	355	601	276	450	599	632
BW25113_RS07365	NZ_CP009273.1	1463615	1464763	+	1149	305	439	280	380	344	424	392	316	284	357	307	394	298	279
BW25113_RS07370	NZ_CP009273.1	1464773	1468267	+	3495	451	640	405	594	640	820	284	247	261	438	280	376	1366	1344
BW25113_RS07375	NZ_CP009273.1	1468478	1469335	+	858	82	127	63	92	77	101	1813	1815	1600	2376	1378	2649	1130	1080
BW25113_RS07380	NZ_CP009273.1	1469401	1471704	+	2304	15	20	14	26	19	26	141	105	119	110	107	162	109	111
BW25113_RS07385	NZ_CP009273.1	1471878	1472480	+	603	0	0	1	0	1	3	2	4	1	1	3	1	4	5
BW25113_RS07390	NZ_CP009273.1	1472483	1473376	+	894	2	3	0	0	2	1	2	6	1	4	1	1	3	3
BW25113_RS07395	NZ_CP009273.1	1473395	1475149	+	1755	45	52	25	46	35	47	40	41	37	54	27	23	71	75
BW25113_RS07400	NZ_CP009273.1	1475142	1476455	+	1314	38	76	43	55	51	56	56	68	54	100	44	54	115	110
BW25113_RS07405	NZ_CP009273.1	1476515	1477117	-	603	208	273	129	207	67	115	331	268	188	323	40	57	400	338
BW25113_RS07410	NZ_CP009273.1	1477318	1481217	+	3900	3036	5054	2928	4478	2082	2672	2109	1922	1803	3962	861	875	3931	3749
BW25113_RS07415	NZ_CP009273.1	1481492	1482289	+	798	484	654	386	495	462	547	354	353	351	599	378	420	834	752
BW25113_RS07420	NZ_CP009273.1	1482489	1483925	+	1437	182	230	142	212	153	216	1405	1325	1316	1432	1476	2238	1167	1004
BW25113_RS25590	NZ_CP009273.1	1483973	1484970	-	998	3575	4712	3101	3969	3000	4031	3771	3450	3495	5225	2786	3698	7865	7977
BW25113_RS07440	NZ_CP009273.1	1485159	1485686	+	528	174	237	156	216	192	249	376	360	290	356	385	477	515	519
BW25113_RS07445	NZ_CP009273.1	1485934	1486104	+	171	113	142	104	136	116	123	185	163	173	183	139	261	354	339
BW25113_RS26135	NZ_CP009273.1	1486133	1486198	+	66	3	8	10	3	7	8	7	12	8	8	6	18	29	21
BW25113_RS07450	NZ_CP009273.1	1486182	1486310	-	129	2	2	1	4	2	9	13	6	6	8	1	12	14	13
BW25113_RS26140	NZ_CP009273.1	1486252	1486386	-	135	15	22	9	23	18	14	24	40	37	37	15	37	77	135
BW25113_RS07455	NZ_CP009273.1	1486727	1488364	+	1638	41	69	53	77	58	57	54	59	61	64	53	60	2100	1754
BW25113_RS07460	NZ_CP009273.1	1488408	1489328	-	921	32	60	24	36	19	30	197	169	161	237	138	187	348	311
BW25113_RS07465	NZ_CP009273.1	1489545	1490885	+	1341	43	54	45	44	35	55	534	533	404	695	258	560	370	383
BW25113_RS07470	NZ_CP009273.1	1491113	1492765	+	1653	893	1319	787	1020	544	762	1503	1242	1361	1975	728	777	2047	1941
BW25113_RS07480	NZ_CP009273.1	1492908	1493129	+	222	25	33	29	24	19	21	674	781	631	680	583	905	509	425
BW25113_RS07485	NZ_CP009273.1	1493195	1493731	+	537	161	262	150	221	190	223	949	884	931	1505	903	1106	475	464
BW25113_RS07490	NZ_CP009273.1	1493729	1494706	-	978	29	54	27	43	32	37	75	78	99	103	54	117	124	133
BW25113_RS07495	NZ_CP009273.1	1494830	1495819	+	990	206	292	212	245	239	244	216	217	209	322	173	220	420	402
BW25113_RS07500	NZ_CP009273.1	1495819	1496409	+	591	386	580	334	416	384	501	393	362	391	498	333	391	639	612
BW25113_RS07505	NZ_CP009273.1	1496714	1497379	+	666	144	227	140	185	158	189	283	271	247	257	192	278	570	530
BW25113_RS23770	NZ_CP009273.1	1497484	1497906	-	423	36	38	38	42	35	45	48	41	27	40	29	46	108	110
BW25113_RS07520	NZ_CP009273.1	1497914	1499119	+	1206	332	443	256	406	306	356	413	363	348	560	314	424	692	685
BW25113_RS07525	NZ_CP009273.1	1499165	1500337	-	1173	69	96	56	70	71	70	419	341	463	517	249	694	284	271
BW25113_RS07530	NZ_CP009273.1	1500429	1500962	+	534	227	312	227	257	223	272	177	204	237	326	147	239	395	380
BW25113_RS07535	NZ_CP009273.1	1501038	1502996	+	1959	2334	3488	2097	3095	2473	3299	871	657	829	1707	710	606	3344	3111
BW25113_RS07540	NZ_CP009273.1	1503094	1503321	-	228	23	32	33	21	32	31	8	11	8	23	10	13	40	33
BW25113_RS07545	NZ_CP009273.1	1503543	1503716	+	174	7	34	14	29	19	21	16	14	14	23	22	20	51	42
BW25113_RS07550	NZ_CP009273.1	1503765	1504178	+	414	101	144	84	85	101	110	89	91	73	119	67	100	273	206
BW25113_RS07555	NZ_CP009273.1	1504260	1505663	+	1404	204	300	182	253	214	264	277	249	276	317	210	252	579	500
BW25113_RS07560	NZ_CP009273.1	1505911	1507053	+	1143	20	30	18	33	21	21	216	285	167	229	108	254	274	283
BW25113_RS07565	NZ_CP009273.1	1507074	1508084	+	1011	10	11	11	7	15	7	81	97	69	94	29	103	202	179
BW25113_RS07570	NZ_CP009273.1	1508088	1509026	+	939	24	46	17	37	20	27	42	46	48	62	39	44	122	154
BW25113_RS07575	NZ_CP009273.1	1509019	1509810	+	792	14	21	14	28	17	14	31	34	34	27	8	28	66	70
BW25113_RS07580	NZ_CP009273.1	1509835	1511256	+	1422	62	72	66	63	46	90	115	104	91	146	72	114	258	225
BW25113_RS23775	NZ_CP009273.1	1511359	1511451	-	93	58	96	57	68	61	63	61	82	59	104	58	81	176	164
BW25113_RS07590	NZ_CP009273.1	1511646	1511816	+	171	17	38	21	20	13	37	14	11	6	17	5	16	31	44
BW25113_RS07595	NZ_CP009273.1	1511905	1512135	+	231	284	471	240	359	291	428	362	470	395	539	386	482	460	456
BW25113_RS07600	NZ_CP009273.1	1512142	1512588	-	447	105	131	102	127	90	133	96	111	88	117	65	126	225	214
BW25113_RS07605	NZ_CP009273.1	1512588	1513103	-	516	250	276	195	193	225	353	413	369	412	633	381	519	611	581
BW25113_RS07610	NZ_CP009273.1	1513284	1514318	+	1035	124	135	84	126	96	140	809	882	778	1087	657	1232	985	856
BW25113_RS07615	NZ_CP009273.1	1514519	1515181	+	663	6	8	7	15	6	5	42	22	29	31	19	27	88	82
BW25113_RS07620	NZ_CP009273.1	1515223	1517322	-	2100	74	102	63	86	58	84	85	73	88	142	46	70	159	137
BW25113_RS07625	NZ_CP009273.1	1517564	1518622	+	1059	51	53	41	61	58	65	62	91	67	93	42	66	177	132
BW25113_RS07630	NZ_CP009273.1	1518741	1520237	-	1497	194	337	175	306	197	275	61	52	53	113	69	49	157	178
BW25113_RS07635	NZ_CP009273.1	1520504	1521118	+	615	6	10	6	12	10	6	7	12	10	14	3	6	40	54
BW25113_RS07640	NZ_CP009273.1	1521197	1521406	+	210	0	1	0	0	0	1	0	0	0	0	0	0	0	2
BW25113_RS07645	NZ_CP009273.1	1522159	1524192	+	2034	33	45	28	50	29	42	36	16	32	49	29	42	90	70
BW25113_RS26145	NZ_CP009273.1	1524398	1524658	+	261	0	2	2	2	3	7	3	4	5	2	0	3	8	10
BW25113_RS25600	NZ_CP009273.1	1524579	1524761	-	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BW25113_RS07655	NZ_CP009273.1	1524843	1525984	+	1142	10	12	4	11	5	12	4	3	8	5	2	9	21	18
BW25113_RS07660	NZ_CP009273.1	1526073	1527206	+	1134	8	13	8	8	9	5	5	9	5	5	4	5	12	8
BW25113_RS07665	NZ_CP009273.1	1527309	1527539	+	231	29	20	12	21	24	21	33	18	24	34	23	37	39	39
BW25113_RS07670	NZ_CP009273.1	1527542	1528108	-	567	12	9	3	15	12	5	187	147	121	174	118	188	50	68
BW25113_RS07675	NZ_CP009273.1	1528281	1529123	+	843	136	147	83	102	92	131	153	140	106	218	111	130	321	318
BW25113_RS07680	NZ_CP009273.1	1529225	1530115	-	891	370	421	263	342	332	382	461	356	346	608	380	457	622	661
BW25113_RS07685	NZ_CP009273.1	1530197	1530874	-	678	11	29	16	22	13	20	16	15	20	39	18	28	43	34
BW25113_RS07690	NZ_CP009273.1	1530874	1531566	-	693	13	11	6	20	6	13	16	9	10	33	9	16	26	18
BW25113_RS07695	NZ_CP009273.1	1531569	1533110	-	1542	38	46	21	31	28	37	48	45	37	68	25	37	72	70
BW25113_RS07700	NZ_CP009273.1	1533110	1536847	-	3738	89	139	88	90	88	109	90	102	109	204	69	135	244	259
BW25113_RS07705	NZ_CP009273.1	1536932	1538317	-	1386	21	5	9	17	9	12	15	12	10	15	13	9	84	52
BW25113_RS07710	NZ_CP009273.1	1538644	1539971	-	1328	0	4	2	3	4	4	0	2	2	2	2	3	8	5
BW25113_RS07715	NZ_CP009273.1	1540013	1540285	-	273	1	2	1	0	0	2	0	1	1	0	1	0	4	1
BW25113_RS07720	NZ_CP009273.1	1540548	1541426	-	879	201	298	195	247	192	310	141	105	132	246	149	172	444	435
BW25113_RS07730	NZ_CP009273.1	1541658	1544702	+	3045	5063	9105	4869	8806	5701	8479	3031	2629	2819	8115	4140	4538	4588	4182
BW25113_RS07735	NZ_CP009273.1	1544718	1545599	+	882	1008	1811	1026	1805	1193	1679	686	627	652	1805	873	1114	912	900
BW25113_RS07740	NZ_CP009273.1	1545595	1546245	+	651	443	755	417	815	494	785	260	272	291	611	423	489	411	391
BW25113_RS07745	NZ_CP009273.1	1546658	1546939	-	282	129	181	109	165	128	160	176	137	176	248	133	197	184	241
BW25113_RS07750	NZ_CP009273.1	1547088	1548095	-	1008	403	620	360	582	391	485	167	127	166	358	104	113	354	349
BW25113_RS07755	NZ_CP009273.1	1548232	1549926	-	1695	4916	7427	4697	6432	5130	7206	5167	4203	4997	8292	4817	6108	7540	7030
BW25113_RS07760	NZ_CP009273.1	1550086	1550220	-	135	69	71	52	47	55	65	141	154	112	192	103	166	522	411
BW25113_RS07765	NZ_CP009273.1	1550325	1550537	-	213	3	0	3	1	1	0	1	3	1	2	1	0	13	18
BW25113_RS07770	NZ_CP009273.1	1550882	1551310	+	429	115	91	52	77	64	73	217	216	162	356	110	212	999	922
BW25113_RS07775	NZ_CP009273.1	1551372	1552295	-	924	43	56	32	39	30	38	43	40	43	71	35	42	86	87
BW25113_RS07780	NZ_CP009273.1	1552291	1553274	-	984	24	34	20	34	24	29	33	29	28	57	20	26	43	34
BW25113_RS07785	NZ_CP009273.1	1553274	1554167	-	894	37	82	42	40	35	48	49	29	33	83	36	65	51	60
BW25113_RS07790	NZ_CP009273.1	1554167	1555186	-	1020	16	24	19	31	13	22	16	8	19	15	7	8	22	19
BW25113_RS07795	NZ_CP009273.1	1555191	1556738	-	1548	43	44	36	33	36	47	50	29	34	48	41	35	60	56
BW25113_RS07800	NZ_CP009273.1	1556755	1557333	-	579	4	14	9	9	19	18	12	14	6	16	4	10	14	8
BW25113_RS07805	NZ_CP009273.1	1557594	1559990	-	2397	54	81	51	65	50	71	38	64	54	82	29	58	299	299
BW25113_RS07810	NZ_CP009273.1	1560018	1561397	-	1380	7	28	7	18	16	12	10	8	6	7	5	6	148	154
BW25113_RS25995	NZ_CP009273.1	1561438	1561476	-	39	1	2	0	0	2	0	1	0	1	0	0	0	8	3
BW25113_RS07815	NZ_CP009273.1	1561764	1563080	-	1317	536	762	469	634	485	566	404	356	398	648	401	381	1046	945
BW25113_RS07820	NZ_CP009273.1	1563214	1564746	-	1533	1026	1610	674	761	270	332	3178	5094	3799	4656	2377	5297	10293	9285
BW25113_RS07825	NZ_CP009273.1	1564905	1566302	-	1398	1471	2471	934	1117	373	489	6290	8649	6698	9637	4284	9319	11757	10365
BW25113_RS07835	NZ_CP009273.1	1566667	1569447	-	2781	61	82	64	82	128	144	49	54	43	75	28	37	229	229
BW25113_RS07840	NZ_CP009273.1	1569507	1571876	-	2370	28	54	21	41	70	67	25	30	20	27	21	10	110	109
BW25113_RS07845	NZ_CP009273.1	1571917	1573599	-	1683	3	10	3	10	20	21	5	5	4	8	3	7	20	17
BW25113_RS25610	NZ_CP009273.1	1573802	1573921	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BW25113_RS07850	NZ_CP009273.1	1573893	1575047	-	1155	5	10	5	5	10	8	54	58	83	87	50	80	121	99
BW25113_RS07855	NZ_CP009273.1	1575102	1576781	-	1680	24	27	17	19	15	15	460	507	470	538	289	669	840	709
BW25113_RS07860	NZ_CP009273.1	1577186	1577944	-	759	9	8	7	9	14	8	3	5	3	6	4	5	3	4
BW25113_RS07865	NZ_CP009273.1	1578022	1578216	-	195	0	1	0	0	5	0	0	1	0	1	0	0	0	0
BW25113_RS07870	NZ_CP009273.1	1578467	1580743	-	2277	50	58	45	44	51	102	54	27	32	62	41	70	122	111
BW25113_RS07875	NZ_CP009273.1	1581080	1581991	-	912	4	1	0	1	2	4	3	0	3	0	1	0	15	20
BW25113_RS07880	NZ_CP009273.1	1582053	1582553	-	501	3	2	3	4	1	0	1	2	0	1	0	1	9	7
BW25113_RS07885	NZ_CP009273.1	1582569	1583096	-	528	2	0	1	1	1	6	0	2	0	0	0	0	4	5
BW25113_RS07890	NZ_CP009273.1	1583113	1584336	-	1224	14	5	2	5	16	9	0	3	6	5	3	1	15	13
BW25113_RS07895	NZ_CP009273.1	1584594	1584799	-	206	16	20	11	14	14	16	4	9	8	11	6	17	33	34
BW25113_RS07900	NZ_CP009273.1	1585114	1586433	-	1320	301	423	264	385	301	351	334	333	377	642	323	484	920	785
BW25113_RS07905	NZ_CP009273.1	1586436	1586699	-	264	50	82	47	66	44	68	49	68	66	65	72	90	123	153
BW25113_RS07915	NZ_CP009273.1	1586925	1592343	-	5419	218	315	162	262	228	276	283	287	267	476	198	277	607	591
BW25113_RS07920	NZ_CP009273.1	1592877	1594466	-	1590	95	135	67	106	74	91	624	705	557	866	454	741	567	495
BW25113_RS07925	NZ_CP009273.1	1594548	1595498	-	951	51	101	52	79	61	78	793	789	663	1038	666	839	423	360
BW25113_RS07930	NZ_CP009273.1	1595747	1597279	+	1533	13	22	12	26	15	11	327	374	281	534	294	276	173	116
BW25113_RS07935	NZ_CP009273.1	1597276	1598301	+	1026	9	16	10	17	10	14	124	139	118	218	94	151	95	98
BW25113_RS07940	NZ_CP009273.1	1598304	1599293	+	990	13	10	6	8	14	15	85	93	67	107	57	94	94	79
BW25113_RS07945	NZ_CP009273.1	1599308	1600327	+	1020	16	18	14	29	16	22	239	233	170	140	89	321	239	213
BW25113_RS07950	NZ_CP009273.1	1600357	1601229	+	873	30	37	34	32	39	41	204	159	150	102	79	374	253	269
BW25113_RS07955	NZ_CP009273.1	1601256	1601543	+	288	6	15	12	13	7	15	45	42	51	25	15	81	85	73
BW25113_RS07960	NZ_CP009273.1	1601603	1602358	+	756	71	111	65	73	74	61	137	113	113	139	78	196	344	374
BW25113_RS07965	NZ_CP009273.1	1602368	1603279	-	912	139	165	127	146	150	136	54	45	36	66	30	42	291	243
BW25113_RS07975	NZ_CP009273.1	1603489	1604937	-	1449	165	269	156	249	219	256	524	431	449	803	425	805	1701	1569
BW25113_RS07980	NZ_CP009273.1	1605167	1606150	-	984	311	489	288	417	307	414	215	192	207	365	161	187	362	389
BW25113_RS07985	NZ_CP009273.1	1606226	1606582	-	357	442	714	434	586	551	606	266	220	265	520	238	197	507	515
BW25113_RS07990	NZ_CP009273.1	1606585	1607508	-	924	1626	2406	1430	2057	1569	2100	858	742	939	1614	782	731	1895	1803
BW25113_RS07995	NZ_CP009273.1	1607575	1608960	-	1386	1344	1935	1184	1530	1341	1889	1095	988	1047	1918	921	1000	481	429
BW25113_RS08000	NZ_CP009273.1	1609061	1609939	+	879	148	221	118	216	153	190	206	182	178	327	156	154	324	296
BW25113_RS08005	NZ_CP009273.1	1610020	1611132	+	1113	9	22	8	8	13	16	19	20	7	14	9	18	30	25
BW25113_RS08010	NZ_CP009273.1	1611285	1612472	+	1188	314	357	229	292	313	327	35	30	36	89	43	45	263	291
BW25113_RS08015	NZ_CP009273.1	1612503	1613165	-	663	171	243	134	222	172	227	169	148	123	220	111	141	352	328
BW25113_RS08020	NZ_CP009273.1	1613377	1613808	+	432	151	266	150	158	165	203	80	65	76	91	46	57	326	317
BW25113_RS08025	NZ_CP009273.1	1613831	1614211	+	381	252	341	231	308	244	276	137	109	139	222	120	122	577	592
BW25113_RS08030	NZ_CP009273.1	1614246	1614461	+	216	49	108	66	87	64	65	32	25	30	73	34	24	163	155
BW25113_RS08035	NZ_CP009273.1	1614498	1615394	-	897	104	176	97	112	110	124	85	75	79	140	65	82	274	219
BW25113_RS08040	NZ_CP009273.1	1615589	1616773	+	1185	63	78	59	77	96	98	99	79	76	97	67	105	194	183
BW25113_RS08045	NZ_CP009273.1	1616903	1616995	+	93	1	2	3	2	2	6	1	4	0	1	0	3	4	1
BW25113_RS26150	NZ_CP009273.1	1616998	1617099	+	102	9	25	6	17	7	36	5	2	4	5	7	3	8	12
BW25113_RS08050	NZ_CP009273.1	1617220	1618107	-	888	112	152	105	116	131	158	55	40	63	64	47	33	170	178
BW25113_RS08055	NZ_CP009273.1	1618365	1618754	-	390	11	17	11	15	10	6	5	13	14	13	10	9	58	39
BW25113_RS08060	NZ_CP009273.1	1619030	1619545	+	516	47	74	50	67	58	72	46	29	44	76	46	36	119	94
BW25113_RS08065	NZ_CP009273.1	1619595	1621637	-	2043	1921	2983	1636	2333	1880	2546	2120	2039	1906	3280	2102	2915	3143	2857
BW25113_RS08070	NZ_CP009273.1	1621774	1622517	+	744	1974	2682	1576	1979	1712	2324	2481	2496	2254	3451	2321	3143	4058	4110
BW25113_RS08075	NZ_CP009273.1	1622609	1623292	+	684	1377	1790	1157	1611	1353	1686	1083	822	923	1514	754	830	2113	2081
BW25113_RS08080	NZ_CP009273.1	1623472	1623672	+	201	2804	4908	2111	3133	2617	3198	1340	2168	1640	5197	1902	1822	1690	1632
BW25113_RS08085	NZ_CP009273.1	1623713	1625170	-	1458	305	416	257	325	244	311	23	37	43	67	32	30	167	188
BW25113_RS08090	NZ_CP009273.1	1625262	1626626	-	1365	9	21	14	17	13	18	10	9	6	10	6	5	26	29
BW25113_RS25615	NZ_CP009273.1	1627147	1627257	+	111	17	13	10	17	21	34	11	7	8	8	4	13	23	23
BW25113_RS08095	NZ_CP009273.1	1627329	1627559	+	231	10	6	13	10	7	14	7	3	2	2	5	8	13	13
BW25113_RS08100	NZ_CP009273.1	1627879	1628466	+	588	17	11	8	11	8	18	7	3	4	14	6	12	36	25
BW25113_RS08105	NZ_CP009273.1	1628570	1629142	-	573	4	11	6	7	10	11	7	8	8	10	5	7	28	26
